,ethena-usde_SUSDE_Ethereum,aave-v3_PT-SUSDE-31JUL2025_Ethereum,aave-v3_USDT_Ethereum,aave-v3_PT-EUSDE-14AUG2025_Ethereum,morpho-blue_SPARKUSDC_Base,aave-v3_USDC_Ethereum,morpho-blue_SPDAI_Ethereum,aave-v3_SUSDE_Ethereum,fluid-lending_USDC_Ethereum,morpho-blue_USUALUSDC+_Ethereum,aave-v3_USDE_Ethereum,fluid-lending_USDT_Ethereum,morpho-blue_STEAKUSDC_Ethereum,aave-v3_PT-USDE-31JUL2025_Ethereum,morpho-blue_PT-USDS-14AUG2025_Ethereum,morpho-blue_BBQUSDC_Ethereum,morpho-blue_REUSDC_Ethereum,morpho-blue_SYRUPUSDC_Ethereum,morpho-blue_PT-SYRUPUSDC-28AUG2025_Ethereum,aave-v3_USDS_Ethereum,morpho-blue_GTUSDCCORE_Ethereum,morpho-blue_STEAKUSDT_Ethereum,aave-v3_USDC_Arbitrum,morpho-blue_GTUSDCF_Ethereum,morpho-blue_GTUSDC_Ethereum,morpho-blue_HUSDC_Ethereum,morpho-blue_PT-SUSDE-31JUL2025_Ethereum,fluid-lending_SUSDE_Ethereum,aave-v3_PT-EUSDE-29MAY2025_Ethereum,morpho-blue_SUSDE_Ethereum,morpho-blue_PT-USDE-31JUL2025_Ethereum,morpho-blue_HYUSDC_Ethereum,euler-v2_USDC_Base,euler-v2_USDC_Ethereum,morpho-blue_IMF-USDS_Ethereum,morpho-blue_BBQDAI_Ethereum,morpho-blue_MIDASUSDC_Ethereum,morpho-blue_USDE_Ethereum,morpho-blue_USDC_Ethereum,aave-v2_USDT_Polygon,aave-v2_USDT.E_Avalanche,morpho-aave_USDC_Ethereum,morpho-blue_GTAUSDC_Ethereum,morpho-blue_OHMSUSDS_Ethereum,morpho-blue_SAFE-STEAKUSDC_Ethereum,morpho-blue_SUSDS_Ethereum,morpho-blue_APRUSDC_Base,euler-v2_SUSDS_Ethereum,euler-v2_USDE_Ethereum,morpho-blue_STKCVXCRVUSDCWBTCWETH-MORPHO_Ethereum,morpho-blue_STKCVXCRVUSDETHCRV-MORPHO_Ethereum,morpho-blue_PT-SUSDE-27FEB2025_Ethereum,morpho-blue_RE7USDCP_Ethereum,morpho-blue_INDEUSDC_Base,euler-v2_SDAI_Ethereum,morpho-blue_PYTHUSDC_Base,morpho-aave_USDT_Ethereum,morpho-compound_USDT_Ethereum,morpho-blue_MJUSDC_Base,morpho-blue_USDC_Base,morpho-blue_AUSDC_Base,morpho-blue_STKCVXCRVUSDTWBTCWETH-MORPHO_Ethereum,morpho-compound_DAI_Ethereum,morpho-blue_LUMENUSDC_Base
2024-08-19,4.72043,0.0,3.8387,0.0,0.0,3.80916,7.01118,0.0,0.0,11.60653,3.26781,9.62687,3.59161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7249,4.25319,3.55031,0.0,3.37745,0.0,0.0,0.0,0.0,0.98314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6212,0.0,0.0111,1.3683,12.3155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1932,2.78327,0.0,0.0,0.0,0.0,0.0,9.20663,4.05883,0.0,0.53638,0.0,2.47937,2.37241,0.0
2024-08-20,4.85895,0.0,3.83633,0.0,0.0,3.96202,6.27467,0.0,0.0,8.49988,3.20749,9.74423,3.48659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54361,4.15538,3.58062,0.0,3.16854,0.0,0.0,0.0,0.0,0.95376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66377,0.0,0.01127,1.34544,3.64456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.169,2.11985,0.0,0.0,0.0,0.0,0.0,9.84753,4.0862,0.0,0.61903,0.0,2.46063,2.35198,0.0
2024-08-21,4.90775,0.0,3.74783,0.0,0.0,4.17164,6.40972,0.0,0.0,10.14442,3.06764,10.32036,3.8531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30477,4.43174,3.17247,0.0,3.57037,0.0,0.0,0.0,0.0,0.9248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64656,0.0,0.00995,1.16905,10.0837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36053,0.0,0.0,0.0,0.0,0.0,0.0,9.03956,4.08902,0.0,1.64127,0.0,2.60885,2.40913,0.0
2024-08-22,4.91791,0.0,3.77427,0.0,0.0,4.22629,6.41217,0.0,0.0,9.68158,1.81847,9.9606,4.08967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18904,4.39309,3.20998,0.0,3.94059,0.0,0.0,0.0,0.0,0.89723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09397,0.0,0.0118,1.24814,10.02171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34725,2.83944,0.0,0.0,0.0,0.0,0.04691,9.64497,4.12472,0.0,0.53101,0.0,2.59857,2.41197,0.0
2024-08-23,4.72109,0.0,3.83598,0.0,0.0,4.29146,6.55404,0.0,0.0,8.70728,1.36219,9.86091,4.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01576,4.32075,3.29477,0.0,3.87773,0.0,0.0,0.0,0.0,0.87176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09248,0.0,0.01458,1.51771,8.91282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68865,3.14256,0.0,0.0,0.0,0.0,0.05033,6.07404,4.12368,0.0,2.01231,0.0,2.86423,2.36178,0.0
2024-08-24,4.73402,0.0,3.90391,0.0,0.0,4.50058,5.88682,0.0,0.0,8.11131,1.84092,10.06386,4.64701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18853,4.68287,3.2824,0.0,4.39258,0.0,0.0,0.0,0.0,0.84756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09098,0.0,0.01242,1.48366,8.95626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71819,3.14403,0.0,0.0,0.0,0.0,0.06216,10.06735,4.1299,0.0,0.00824,0.0,2.94912,2.47892,0.0
2024-08-25,4.76097,0.0,4.10105,0.0,0.0,4.51315,5.78482,0.0,0.0,8.32785,1.87452,10.08245,4.27206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94778,5.76011,3.31196,0.0,4.04773,0.0,0.0,0.0,0.0,0.82531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08949,0.0,0.01285,1.4743,8.64567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7182,3.14407,0.0,0.0,0.0,0.0,0.0585,9.19309,4.1425,0.0,0.00725,0.0,2.94915,2.48493,0.0
2024-08-26,4.77246,0.0,4.11255,0.0,0.0,4.55791,6.94166,0.0,0.0,7.54714,1.41605,9.62161,4.43936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37691,4.61887,2.8991,0.0,4.16575,0.0,0.0,0.0,0.0,0.79778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.064,0.0,0.01361,1.59611,8.28297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.96789,3.1441,0.0,0.0,0.0,0.0,0.07892,9.52636,4.20673,0.0,0.0063,0.0,14.05614,2.48454,0.0
2024-08-27,4.76651,0.0,3.94036,0.0,0.0,4.41494,6.60097,0.0,0.0,7.61295,0.74676,9.78954,4.1212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68839,4.69927,3.49737,0.0,3.86526,0.0,0.0,0.0,0.0,0.5141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51393,0.0,0.00783,1.27458,6.89445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84112,2.25792,0.0,0.0,0.0,0.0,0.0,8.00879,4.2242,0.0,0.00547,0.0,2.96856,2.70061,0.0
2024-08-28,4.77465,0.0,3.88254,0.0,0.0,4.2451,6.28082,0.0,0.0,7.62248,1.60507,9.7785,4.87363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7771,4.72392,3.36438,0.0,4.57768,0.0,0.0,0.0,0.0,0.49742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51891,0.0,0.01338,1.31424,3.79407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87629,2.23204,0.0,0.0,0.0,0.0,0.0,8.24946,4.22717,0.0,0.00498,0.0,3.03879,2.19984,0.0
2024-08-29,4.53937,0.0,3.87769,0.0,0.0,4.20444,5.92041,0.0,0.0,8.12093,1.73349,9.7106,4.23568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.162,4.66643,3.71312,0.0,3.96963,0.0,0.0,0.0,0.0,0.44558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52391,0.0,0.01068,1.29737,3.62044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47883,2.68222,0.0,0.0,0.0,0.0,0.0,6.06241,4.17143,0.0,0.00441,0.0,3.05461,1.96016,0.0
2024-08-30,4.71722,0.0,3.72433,0.0,0.0,3.92542,6.29904,0.0,0.0,7.35467,2.68381,9.76823,3.82924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07016,4.68669,3.66643,0.0,3.52497,0.0,0.0,0.0,0.0,0.43104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52892,0.0,0.00999,1.28105,5.82326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7568,2.89469,0.0,0.0,0.0,0.0,0.0,6.29564,4.18062,0.0,0.00066,0.0,3.15193,1.96525,0.0
2024-08-31,4.71892,0.0,3.67922,0.0,0.0,4.13441,6.12178,0.0,0.0,6.48072,2.36209,9.71865,4.0311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13379,4.66182,3.62849,0.0,3.79507,0.0,0.0,0.0,0.0,0.4177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53377,0.0,0.01201,1.28062,4.42661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75389,2.89248,0.0,0.0,0.0,0.0,0.0,4.95735,4.18036,0.0,0.00062,0.0,3.14952,1.96543,0.0
2024-09-01,4.73734,0.0,3.75192,0.0,0.0,4.12406,6.17876,0.0,0.0,6.74454,2.35088,9.59402,3.17011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69936,4.65649,3.67327,0.0,3.0193,0.0,0.0,0.0,0.0,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53879,0.0,0.01078,1.27834,3.91589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75107,2.89035,0.0,0.0,0.0,0.0,0.0,5.19893,4.16258,0.0,0.00049,0.0,3.1472,2.26479,0.0
2024-09-02,4.77886,0.0,3.71567,0.0,0.0,3.8223,6.50365,0.0,0.0,7.00262,1.73088,9.74781,3.47257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7725,4.7428,3.70991,0.0,3.2456,0.0,0.0,0.0,0.0,0.75891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54382,0.0,0.01004,1.25922,15.29282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74816,2.88815,0.0,0.0,0.0,0.0,0.0033,6.48461,3.92317,0.0,0.00046,0.0,5.21443,1.9837,0.0
2024-09-03,4.80115,0.0,3.55673,0.0,0.0,3.86359,6.01339,0.0,0.0,6.04009,1.85541,9.64306,5.39463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0004,4.71485,3.62727,0.0,5.26501,0.0,0.0,0.0,0.0,0.92692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54886,0.0,0.00828,1.25027,9.18043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73619,2.87849,0.0,0.0,0.0,0.0,0.00372,6.92227,3.93227,0.0,0.00036,0.0,3.25723,2.57499,0.0
2024-09-04,4.74763,0.0,3.54896,0.0,0.0,3.89727,7.66241,0.0,0.0,5.72148,1.46083,8.9911,4.93259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50697,6.12225,3.64554,0.0,4.8119,0.0,0.0,0.0,0.0,0.9227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37437,0.0,0.00712,1.18328,10.29619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74195,2.88349,0.0,0.0,0.0,0.0,0.0075,5.92493,4.01542,0.0,0.00035,0.0,3.26363,2.82194,0.0
2024-09-05,4.75459,0.0,3.64717,0.0,0.0,3.93981,6.57425,0.0,0.0,5.63359,1.62651,8.8671,5.39788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36785,10.1574,3.80096,0.0,5.43202,0.0,0.0,0.0,0.0,0.91851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37439,0.0,0.0051,1.17179,8.65567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73905,2.88128,0.0,0.0,0.0,0.0,0.00926,8.77142,3.91908,0.0,0.0003,0.0,14.35838,2.24587,0.0
2024-09-06,4.76942,0.0,3.58182,0.0,0.0,3.42542,6.38049,0.0,0.0,5.7446,2.27377,8.75769,3.83797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5203,6.31426,3.64603,0.0,3.68049,0.0,0.0,0.0,0.0,0.92938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47251,0.0,0.00174,1.13079,3.28944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77311,2.87908,0.0,0.0,0.0,0.0,0.00678,3.87181,3.90571,0.0,0.00067,0.0,3.53201,2.24155,0.0
2024-09-07,4.77246,0.0,3.48287,0.0,0.0,3.69078,6.35851,0.0,0.0,5.65824,2.33985,8.52108,3.62874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31264,5.06638,3.56512,0.0,3.63004,0.0,0.0,0.0,0.0,0.92699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52419,0.0,0.00249,1.12383,3.12863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35352,2.87743,0.0,0.0,0.0,0.0,0.01153,3.87161,3.91171,0.0,0.00064,0.0,3.52999,2.21415,0.0
2024-09-08,4.78019,0.0,3.32321,0.0,0.0,3.84929,0.0,0.0,0.0,0.0,1.99045,8.55063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00369,1.14308,3.08785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87924,3.92147,0.0,0.0,0.0,0.0,2.21492,0.0
2024-09-09,4.7744,0.0,3.33821,0.0,0.0,3.79044,0.0,0.0,0.0,0.0,1.19413,8.41887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00657,1.12217,3.07007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91425,3.9274,0.0,0.0,0.0,0.0,2.21586,0.0
2024-09-10,4.77177,0.0,2.72204,0.0,0.0,3.20624,5.86806,0.0,0.0,5.52196,1.21013,8.3589,3.56919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09072,4.76517,3.63746,0.0,3.56043,0.0,0.0,0.0,0.0,0.91323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78991,0.0,0.00713,1.08491,2.56906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4397,2.9145,0.0,0.0,0.0,0.0,0.02735,3.30329,3.93012,0.0,0.00207,0.0,3.51701,2.21597,0.0
2024-09-11,4.77503,0.0,2.67578,0.0,0.0,3.24059,5.63644,0.0,0.0,5.65576,1.12676,8.43098,3.98483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45124,4.73538,3.53403,0.0,4.01435,0.0,0.0,0.0,0.0,0.91009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59302,0.0,0.00682,1.06507,2.77295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43701,2.91424,0.0,0.0,0.0,0.0,0.04274,7.02475,3.82046,0.0,0.02983,0.0,3.51437,2.21742,0.0
2024-09-12,5.13373,0.0,2.61531,0.0,0.0,3.38741,5.60376,0.0,0.0,5.6353,1.30772,8.38887,3.94511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55134,7.73722,3.04298,0.0,3.94493,0.0,0.0,0.0,0.0,0.90696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59035,0.0,0.00522,0.91173,2.59134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43432,2.91397,0.0,0.0,0.0,0.0,0.02982,6.75706,3.82257,0.0,0.04328,0.0,3.51173,2.21841,0.0
2024-09-13,5.13936,0.0,2.61858,0.0,0.0,3.51601,5.44763,0.0,0.0,5.7901,1.34974,8.30071,5.85289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29295,5.54224,3.02525,0.0,5.77889,0.0,0.0,0.0,0.0,2.71661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59012,0.0,0.01058,0.94397,2.57939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41999,2.86367,0.0,0.0,0.0,0.0,0.03005,10.12744,3.95835,0.0,0.44053,0.0,3.4973,1.95727,0.0
2024-09-14,5.14892,0.0,2.6079,0.0,0.0,3.6719,5.40699,0.0,0.0,5.98594,1.30649,8.42456,4.98733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20666,12.03326,2.97648,0.0,4.9542,0.0,0.0,0.0,0.0,2.82045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58987,0.0,0.0129,1.01357,2.58454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04075,2.86162,0.0,0.0,0.0,0.0,0.03078,10.13667,4.00619,0.0,0.50749,0.0,3.49483,2.04887,0.0
2024-09-15,5.14916,0.0,2.76245,0.0,0.0,3.63518,5.60013,0.0,0.0,16.56804,0.8783,8.36163,7.07734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31287,5.40508,2.7502,0.0,7.06274,0.0,0.0,0.0,0.0,1.8757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58963,0.0,0.01138,1.28255,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44065,4.82248,0.0,0.0,0.0,0.0,0.03853,10.76414,4.04466,0.0,0.48317,0.0,4.72265,2.23241,0.0
2024-09-16,5.15101,0.0,5.45103,0.0,0.0,5.0834,5.99711,0.0,0.0,6.58061,0.77816,8.46576,5.46427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.91394,5.40096,2.65188,0.0,5.46607,0.0,0.0,0.0,0.0,1.90225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58938,0.0,0.01102,1.20501,2.58193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50848,4.87894,0.0,0.0,0.0,0.0,0.0395,10.24812,4.02894,0.0,0.52398,0.0,4.73365,2.23237,0.0
2024-09-17,5.15903,0.0,2.85746,0.0,0.0,3.50096,6.24241,0.0,0.0,16.27613,0.92362,8.43738,5.69694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31501,5.39684,2.66547,0.0,5.69948,0.0,0.0,0.0,0.0,1.92938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58914,0.0,0.0097,1.16861,2.74457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50843,4.94917,0.0,0.0,0.0,0.0,0.0832,9.71032,4.1533,0.0,0.73123,0.0,4.76746,2.33188,0.0
2024-09-18,5.1729,0.0,2.94477,0.0,0.0,3.46131,5.85919,0.0,0.0,16.05737,0.89972,8.6216,10.37779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3798,14.0356,2.58916,0.0,10.35853,0.0,0.0,0.0,0.0,1.95615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5889,0.0,0.00915,1.16882,2.81028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50838,5.02074,0.0,0.0,0.0,0.0,0.16114,8.31054,4.18247,0.0,0.84308,0.0,4.80158,2.2476,0.0
2024-09-19,6.65627,0.0,2.98669,0.0,0.0,3.78803,5.41002,0.0,0.0,9.07994,0.99758,8.65669,4.56167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01335,9.47805,2.87074,0.0,4.50978,0.0,0.0,0.0,0.0,1.98429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58866,0.0,0.01136,1.08854,2.42799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07143,5.09138,0.0,0.0,0.0,0.0,0.28532,16.92696,4.26085,0.0,0.95819,0.0,4.836,1.8791,0.0
2024-09-20,6.67961,0.0,3.03451,0.0,0.0,3.98372,8.77794,0.0,0.0,16.03089,0.94641,8.65388,6.21112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.60537,8.47098,2.85233,0.0,6.21906,0.0,0.0,0.0,0.0,2.01301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58841,0.0,0.01086,1.06464,2.45519,0.00595,0.0,0.0,0.0,0.0,0.0,0.0,4.08583,5.16583,0.0,0.0,0.0,0.0,0.3183,15.53011,4.30224,0.0,1.11026,0.0,4.86974,1.70842,0.0
2024-09-21,6.67601,0.0,3.08079,0.0,0.0,4.235,8.84633,0.0,0.0,9.85712,0.99515,8.53601,4.83834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84589,8.91194,2.99436,0.0,4.84325,0.0,0.0,0.0,0.0,2.04233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58816,0.0,0.01266,1.05926,2.47876,0.00595,0.0,0.0,0.0,0.0,0.0,0.0,4.10031,5.2418,0.0,0.0,0.0,0.0,0.7464,14.63237,5.54512,0.0,1.26777,0.0,4.90494,1.62788,0.0
2024-09-22,6.65121,0.0,3.02179,0.0,0.0,4.21533,8.41996,0.0,0.0,8.75745,1.46911,8.5755,4.61146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51632,9.18968,2.90656,0.0,4.54196,0.0,0.0,0.0,0.0,2.0721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58315,0.0,0.01159,1.04859,2.47734,0.34565,0.0,0.0,0.0,0.0,0.0,0.0,4.11484,5.31905,0.0,0.0,0.0,0.0,0.72282,13.188,5.62117,0.0,0.4208,0.0,4.94041,1.64809,0.0
2024-09-23,6.68762,0.0,3.08628,0.0,0.0,4.12611,8.3962,0.0,0.0,8.13216,1.44684,8.58403,6.2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69677,9.28514,2.86578,0.0,6.31528,0.0,0.0,0.0,0.0,2.10246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58275,0.0,0.00901,1.04317,2.51291,0.33968,0.0,0.0,0.0,0.0,0.0,0.0,4.12945,5.39784,0.0,0.0,0.0,0.0,1.06914,10.95626,5.90161,0.0,0.00321,0.0,4.97626,1.64993,0.0
2024-09-24,6.7323,0.0,3.19252,0.0,0.0,4.30955,9.93745,0.0,0.0,7.7288,1.49266,8.409,20.07847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01852,9.38198,2.94349,0.0,20.23098,0.0,0.0,0.0,0.0,2.13235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58235,0.0,0.00844,1.07345,2.50662,0.33967,0.0,0.0,0.0,0.0,0.0,0.0,4.14411,5.47793,0.0,0.0,0.0,0.0,2.0442,11.22974,4.9459,0.0,0.00281,0.0,5.0124,1.65014,0.0
2024-09-25,6.74286,0.0,3.36058,0.0,0.0,4.00977,9.82276,0.0,0.0,14.35496,1.53174,8.09138,6.10666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.40302,6.63068,2.94818,0.0,6.09871,0.0,0.0,0.0,0.0,2.16382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58197,0.0,0.00739,1.07835,2.50351,0.33967,0.0,0.0,0.0,0.0,0.0,0.0,4.15889,5.55716,0.0,0.0,0.0,0.0,4.05313,10.40065,5.58455,0.0,0.00229,0.0,5.049,1.64173,0.0
2024-09-26,11.99857,0.0,3.33628,0.0,0.0,4.44414,9.25963,0.0,0.0,9.47523,2.47308,10.16214,9.64658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06259,11.85697,2.97096,0.0,7.3186,0.0,0.0,0.0,0.0,2.19578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58157,0.0,0.00795,1.1055,2.52752,0.33967,0.0,0.0,0.0,0.0,0.0,0.0,4.17325,5.64021,0.0,0.0,0.0,0.0,3.24703,10.20178,5.70785,0.0,0.00208,0.0,5.08472,1.65562,0.0
2024-09-27,12.0141,0.0,3.62401,0.0,0.0,4.42469,8.15407,0.0,0.0,8.10321,2.67061,8.0035,4.79404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00608,6.77818,2.73276,0.0,4.74579,0.0,0.0,0.0,0.0,2.22829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58117,0.0,0.00065,0.9784,2.43491,1.39573,0.0,0.0,0.0,0.0,0.0,0.0,4.18815,5.72474,0.0,0.0,0.0,0.0,7.79892,9.6339,5.62072,0.0,0.00193,0.0,5.12194,1.66551,0.0
2024-09-28,12.00316,0.0,3.62693,0.0,0.0,4.43761,9.9779,0.0,0.0,7.80356,2.44126,7.77636,4.70875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53995,6.53618,2.75343,0.0,4.92066,0.0,0.0,0.0,0.0,1.40978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58077,0.0,0.00142,0.9771,2.45237,3.12313,0.0,0.0,0.0,0.0,0.0,0.0,4.32284,5.83577,0.0,0.0,0.0,0.0,2.42146,10.17402,5.95475,0.0,0.00169,0.0,5.15956,1.67909,0.0
2024-09-29,11.98036,0.0,3.84545,0.0,0.0,4.44244,8.51283,0.0,0.0,9.41205,2.49059,7.79196,4.76619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19427,6.55556,2.87406,0.0,4.8817,0.0,0.0,0.0,0.0,1.40174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58038,0.0,0.0013,0.97667,2.46715,3.22716,0.0,0.0,0.0,0.0,0.0,0.0,4.33815,5.92281,0.0,0.0,0.0,0.0,8.27686,8.68858,6.08511,0.0,0.00138,0.0,5.19755,1.68083,0.0
2024-09-30,11.9608,0.0,4.01216,0.0,0.0,4.42615,7.94886,0.0,0.0,12.29066,1.86697,7.87013,4.71246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63293,10.69657,2.85,0.0,4.85119,0.0,0.0,0.0,0.0,1.3938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57998,0.0,0.00063,0.98952,2.55491,3.3497,0.0,0.0,0.0,0.0,0.0,0.0,4.35352,6.01211,0.0,0.0,0.0,0.0,6.48173,8.65409,6.59513,0.0,0.01844,0.0,5.23582,1.68113,0.0
2024-10-01,11.75876,0.0,3.86078,0.0,0.0,4.31319,7.54893,0.0,0.0,8.29987,2.03195,7.09414,4.15338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85431,6.1525,2.84618,0.0,4.33312,0.0,0.0,0.0,0.0,0.82603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57958,0.0,0.0005,0.94718,2.56557,3.47233,0.0,0.0,0.0,0.0,0.0,0.0,4.36898,6.10398,0.0,0.0,0.0,0.0,6.86785,6.71542,5.49349,0.0,0.01628,0.0,5.2745,1.8147,0.0
